100004,Vinos y Espumosos,GUILLEN,3404 TINTO CRIANZA 75CL ,12.404959,15.01,L,1.0,1.0,1.0,0.0,1.0,10.0
100980,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA GAMBAS,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100981,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA MARINERA,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100983,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA PIÑA,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100984,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA VEGANA BURGUER,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100985,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA VERDE,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100986,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA VINO TINTO,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100987,CARNES,RAMON CAPARROS,TIRA DE ASADO DE TERNERA,10.0,10.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100988,CONSERVAS,MAKRO,CONFITURA ALBARICOQUE 3KG,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100989,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,VERDURA MIXTA,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100990,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,VERDURAS CEVICHE,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100991,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,VERDURAS ESCALDADAS,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100992,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,VERDURAS HUMMUS,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100994,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,VINAGRETA PIPARRA,0.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
100995,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,WAKAME,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100996,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,ZAMBURIÑA Y MEJILLONES ARROZ OZ,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100997,FRUTAS Y VERDURAS,ELABORACIÓN PROPIA,SALSA DE SOLOMILLO,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
100998,QUESOS Y EMBUTIDOS,ELABORACIÓN PROPIA,EMBUTIDOS PARA COCA,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101001,CONSERVAS,GMA,KTC COOKING OIL 20L (ACEITE FREIDORA),58.0,58.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101002,"PAN, BOLLERIA Y DULCES",ELABORACIÓN PROPIA,SALSA CHOCOLATE BLANCO,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101003,"PAN, BOLLERIA Y DULCES",ELABORACIÓN PROPIA,SALSA INGLESA,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101015,MENAJE,JUGUETES PEREZ,JARRON CRISTAL CILINDRO 40CM,9.0,9.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101017,MENAJE,JUGUETES PEREZ,JARRON CRISTAL 40CM,9.0,9.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101039,Vinos y Espumosos,TABARCA SELECCIÓN,"MOCEN RUEDA VERDEJO SEL. 1,5L MAGNUM",9.0,9.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101040,Vinos y Espumosos,TABARCA SELECCIÓN,MOCEN RUEDA VERDEJO SEL. 75 CL,4.0,4.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101057,CONDIMENTOS Y ESPECIAS,JUGUETES PEREZ,"TARRO REVUELTO M-TIP PASAS 1,6 KG",6.0,6.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101074,Licores General,TABARCA SELECCIÓN,MARTINI EXTRA DRY,8.0,8.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101078,CONDIMENTOS Y ESPECIAS,ELABORACIÓN PROPIA,SALSA CHIMICHURRI,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101079,CONDIMENTOS Y ESPECIAS,ELABORACIÓN PROPIA,SALSA AJO NEGRO,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101080,CONDIMENTOS Y ESPECIAS,ELABORACIÓN PROPIA,SALSA TARTARA,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101081,CONDIMENTOS Y ESPECIAS,ELABORACIÓN PROPIA,AGUA DE AZAFRAN,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101086,"PAN, BOLLERIA Y DULCES",GUILLERMO SEVERA,HELADO CHOCOLATE ORIGEN,11.0,11.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101090,Vinos y Espumosos,TABARCA SELECCIÓN,CHAMPAGNE GH MARTEL & CO,28.0,28.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101091,Vinos y Espumosos,TABARCA SELECCIÓN,CHAMPAGNE MOËT & CHANDON IMPERIAL,28.0,28.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101100,BEBIDAS,COM. TABARCA,7UP 200CC,0.0,0.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101107,Vinos y Espumosos,TABARCA SELECCIÓN,SCALA DEI PROCURA,0.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101110,QUESOS Y EMBUTIDOS,ELABORACIÓN PROPIA,TABLA DE QUESOS,0.0,1.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101111,CONSERVAS,ANCHOAS MARTINEZ LOPEZ,SALMUERA SALIMAR ANCHOAS,15.0,15.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101196,CONSERVAS,ELABORACIÓN PROPIA,FIDEUA NEGRA,0.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101199,"PAN, BOLLERIA Y DULCES",APCEL SIN GLUTEN,ROSQUILLETAS CEBOLLA,23.0,23.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101200,Rones,TABARCA SELECCIÓN,HAVANA SELECCÍÓN MAESTROS,50.0,50.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101202,VINOS Y ESPUMOSOS,COM. TABARCA,VINO BL. LEGARIS BLANCO VERDEJO,5.0,5.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101203,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,VINO BL. MARÍA SANZO,7.0,7.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101204,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,RAIMAT EL MOLÍ,7.0,7.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101205,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,SÉPTIMA MALBEC,8.0,8.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101206,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,LIMONCELLO XANTIAMEN,6.0,6.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101207,GINEBRAS,MAKRO,LONDON Nº1,24.0,24.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101208,VODKAS,MAKRO,DZANKA,12.0,12.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101209,LICORES GENERAL,MAKRO,VALDEPABLOS,6.0,6.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101210,LICORES GENERAL,MAKRO,FERNET BRANCA,12.0,12.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101211,VODKAS,TABARCA SELECCIÓN,CIROC,31.0,31.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101212,CERVEZAS,COM. TABARCA,GUINESS,2.0,2.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101213,REFRESCOS,COCA-COLA,SPRITE,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101214,REFRESCOS,COCA-COLA,BITTER,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101215,REFRESCOS,COCA-COLA,TÓNICAS,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101216,REFRESCOS,COCA-COLA,SODA,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101217,REFRESCOS,COCA-COLA,GINGER ALE,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101218,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,VEGA SICILIA ÚNICO MAGNUM,675.0,675.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101219,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,PRIMA VIDES,4.0,4.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101220,REFRESCOS,COM. TABARCA,NESTEA,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101221,"CAFÉS, INFUSIONES Y DERIVADOS CAFETERÍA",COM. TABARCA,LECHE SOJA,2.0,2.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101222,LICORES GENERAL,TABARCA SELECCIÓN,CINZANO ESPUMANTE,8.0,8.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101223,VINOS Y ESPUMOSOS,MAKRO,TATTINGER BRUT,38.0,38.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101224,VINOS Y ESPUMOSOS,MAKRO,MÖET ROSÉ,40.0,40.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101225,LICORES GENERAL,MAKRO,GRAND MANIER,18.0,18.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101226,RONES,MAKRO,FLOR DE CAÑA 5,14.0,14.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101227,RONES,TABARCA SELECCIÓN,HAVANA 7,21.0,21.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101228,WHISKIES,MAKRO,JACK DANIELS SINGLE BARREL,40.0,40.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101229,CERVEZAS,COM. TABARCA,AMSTEL ORO ,1.0,1.0,L,1.0,1.0,1.0,0.0,1.0,1.0
101230,PESCADOS Y MARISCOS,MARISCOS BAYLE,QUISQUILLA ,70.0,70.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101231,PESCADOS Y MARISCOS,POSTRES PRAVIT,CIGALA,45.0,45.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101232,PESCADOS Y MARISCOS,POSTRES PRAVIT,GAMBÓN,45.0,45.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101233,PESCADOS Y MARISCOS,POSTRES PRAVIT,PREPARADO ARROZ OZ,14.0,14.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101234,PESCADOS Y MARISCOS,POSTRES PRAVIT,PREPARADO ARROZ A BANDA,12.0,12.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101235,CARNES,COM. TABARCA,PREPARADO ARROZ HORNO,8.0,8.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101236,PESCADOS Y MARISCOS,POSTRES PRAVIT,PREPARADO FIDEUÁ,12.0,12.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101237,CARNES,COM. TABARCA,PREPARADO ARROZ CON PATA,12.0,12.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101242,CARNES,NICOLÁS Y VALERO,T-BONE,22.0,22.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101243,CARNES,M & R INCOOL,LOMO BAJO RETINTA,23.0,23.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101244,CARNES,M & R INCOOL,LOMO ALTO VACA MADURADA,30.0,30.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101245,CONDIMENTOS Y ESPECIAS,MAKRO,PURÉ ATÚN PICANTE,4.0,4.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101246,PESCADOS Y MARISCOS,NICOLÁS Y VALERO,KOKOTXAS,26.0,26.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101248,CONDIMENTOS Y ESPECIAS,MAKRO,AGAR AGAR,45.0,45.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101249,CONDIMENTOS Y ESPECIAS,MAKRO,SALSA SIRACHA,8.0,8.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101250,QUESOS Y EMBUTIDOS,M&R INCOL PARTNERS,PANCETA IBÉRICA,14.0,14.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101251,"PAN, BOLLERIA Y DULCES",POSTRES COMPAGNIE,PERA LIMONERA,4.0,4.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101252,CONDIMENTOS Y ESPECIAS,COMIMPORT,SALSA KIMCHI,12.0,12.0,KG,1.0,1.0,1.0,0.0,1.0,1.0
101253,QUESOS Y EMBUTIDOS,MAKRO,TABLA DE QUESOS,8.0,8.0,KG.,1.0,1.0,1.0,0.0,1.0,1.0
101254,CERVEZAS,COMERCIAL TABARCA,"AMSTEL 0,0",1.0,1.0,KG.,1.0,1.0,1.0,0.0,1.0,1.0
101255,QUESOS Y EMBUTIDOS,COMERCIAL TABARCA,ABONDANCE QUESO,22.0,22.0,KG.,1.0,1.0,1.0,0.0,1.0,1.0
101256,PESCADOS Y MARISCOS,NICOLÁS Y VALERO,CORVINA 2-3,9.0,9.0,KG.,1.0,1.0,1.0,0.0,1.0,1.0
101257,PESCADOS Y MARISCOS,NICOLÁS Y VALERO,CORVINA 3-4,12.0,12.0,KG.,1.0,1.0,1.0,0.0,1.0,1.0
101261,CONDIMENTOS Y ESPECIAS,MAKRO,PRUEBA PRODUCTO,12.0,12.0,UD.,1.0,1.0,0.0,1.0,0.0,0.0
101262,CARNES,TABARCA SELECCIÓN,PRUEBA PRODUCTO 2,10000.0,10000.0,UD.,1.0,1.0,0.0,1.0,0.0,0.0
101263,PESCADOS Y MARISCOS,GUILLEN,PRUEBA PRODUCTO 3,1500000.0,1500000.0,UD.,1.0,1.0,0.0,1.0,0.0,0.0
101267,FRUTAS Y VERDURAS,BIOKO,ENSALADA MEZCLUM,3.0,3.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101268,FRUTAS Y VERDURAS,BIOKO,CALABAZA,1.0,1.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101269,FRUTAS Y VERDURAS,BIOKO,PIIMIENTO AMARILLO,4.0,4.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101271,FRUTAS Y VERDURAS,BIOKO,SISHO,4.0,4.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101272,FRUTAS Y VERDURAS,BIOKO,CEBOLLINO,3.0,3.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101273,FRUTAS Y VERDURAS,BIOKO,BERENJENA RALLADA,2.0,2.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101274,VINOS Y ESPUMOSOS,BARDISA & CÍA,LUAR DO SIL GODELLO,8.0,8.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101275,VINOS Y ESPUMOSOS,BARDISA & CÍA,ARBUI,9.0,9.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101276,VINOS Y ESPUMOSOS,BARDISA & CÍA,MARÍA SANZO,7.0,7.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101277,PESCADOS Y MARISCOS,COMIMPORT,CANGREJO ,3.0,3.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101278,PESCADOS Y MARISCOS,COMIMPORT,OSTRA Nº2,1.0,1.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101279,PRODUCTOS DE LIMPIEZA,HIBECA,DISPENSADOR JABÓN PARÍS BLANCO,17.0,17.0,UD,1.0,1.0,0.0,1.0,0.0,0.0
101280,QUESOS Y EMBUTIDOS,LUGA,QUESO CURADO VALDIVIESO,22.0,22.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101281,CONDIMENTOS Y ESPECIAS,LUGA,SALSA DEMI GLACE,15.0,15.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101282,QUESOS Y EMBUTIDOS,LUGA,QUESO CACHIRULO,8.0,8.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101283,QUESOS Y EMBUTIDOS,LUGA,QUESO TARAY,23.0,23.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101284,QUESOS Y EMBUTIDOS,LUGA,QUESO LÍA,30.0,30.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101285,CONGELADO,NICOLÁS Y VALERO,LOLLYPOP IDIAZÁBAL,1.0,1.0,UD.,1.0,1.0,0.0,1.0,0.0,0.0
101286,CONGELADO,NICOLÁS Y VALERO,FRESITA CON QUESO,0.0,0.0,UD.,1.0,1.0,0.0,1.0,0.0,0.0
101287,CONGELADO,NICOLÁS Y VALERO,MOCHI SOBRASADA,1.0,1.0,KG.,1.0,1.0,0.0,1.0,0.0,0.0
101288,PESCADOS Y MARISCOS,NICOLÁS Y VALERO,ENSALADA AHUMADOS,29.0,29.0,UD.,1.0,1.0,0.0,1.0,0.0,0.0
101289,PESCADOS Y MARISCOS,NICOLÁS Y VALERO,MERLUZA LOMO LIMPIO,16.0,16.0,KG.,1.0,1.0,0.0,1.0,0.0,0.0
101290,LICORES GENERAL,BODEGAS CAMPOLUZ,CAPUCANA CACHAÇA,30.0,30.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101291,LICORES GENERAL,TABARCA SELECCIÓN,MATUSALEM 7 AÑOS,12.0,12.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101292,LICORES GENERAL,TABARCA SELECCIÓN,BOMBAY PRESSÉ,14.0,14.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101293,LICORES GENERAL,TABARCA SELECCIÓN,VODKA VOX,13.0,13.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101294,LICORES GENERAL,TABARCA SELECCIÓN,GVINE NOUAISSON,32.0,32.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101295,LICORES GENERAL,BODEGAS CAMPOLUZ,GLEN MORANGIE ORIGINAL,38.0,38.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101296,LICORES GENERAL,BODEGAS CAMPOLUZ,GLEN MORANGIE X,33.0,33.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101297,LICORES GENERAL,TABARCA SELECCIÓN,JOHNNIE W. GOLD LABEL,44.0,44.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101298,LICORES GENERAL,TABARCA SELECCIÓN,BALLANTINES,11.0,11.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101299,LICORES GENERAL,TABARCA SELECCIÓN,COGNAC MARTELL,44.0,44.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101300,LICORES GENERAL,TABARCA SELECCIÓN,CONDE DE OSBORNE BRANDY,31.0,31.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101301,LICORES GENERAL,TABARCA SELECCIÓN,MACALLAN 15 DOUBLE CASK,119.0,119.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101302,LICORES GENERAL,TABARCA SELECCIÓN,MACALLAN 18 DOUBLE CASK,360.0,360.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101303,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,PELISSERO,31.0,31.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101304,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,TORBRECK,24.0,24.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101305,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,LES RABASSERIES,11.0,11.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101306,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,IZADI,8.0,8.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101307,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,NUMANTHIA,52.0,52.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101308,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,GAZUR,9.0,9.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101309,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,VIÑA VILANO CRIANZA,13.0,13.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101310,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,VALBUENA Nº5,190.0,190.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101311,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,NUVIANA TINTO,3.0,3.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101312,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,WHISPERING ANGEL,22.0,22.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101313,VINOS Y ESPUMOSOS,BARDISA & CÍA,CHATEAU LIOT,15.0,15.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101314,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,PEDRO XIMENEZ 1927,16.0,16.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101315,REFRESCOS,COM. TABARCA,CASERA ,1.0,1.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101316,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,DOM PERIGNON,219.0,219.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101317,VINOS Y ESPUMOSOS,TABARCA SELECCIÓN,VICALANDA BLANCO,13.0,13.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101318,LICORES GENERAL,BODEGAS CAMPOLUZ,SIROPE MONÍN,8.0,8.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101319,VINOS Y ESPUMOSOS,BARDISA & CÍA,LUAR DO SIL ,10.0,10.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101320,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,URBAN RIESLING,10.0,10.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101321,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,THE NED,15.0,15.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101322,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,ROPITEAU BORGOÑA,21.0,21.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101323,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,GABA GODELLO,10.0,10.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101324,VINOS Y ESPUMOSOS,BODEGAS CAMPOLUZ,CLOUDY BAY CHARDONNAY,30.0,30.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101325,VINOS Y ESPUMOSOS,CODILE,FONT FREDA BLANCO,8.0,8.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101326,QUESOS Y EMBUTIDOS,MAKRO,QUESO PHILADELPHIA,10.0,10.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101327,PESCADOS Y MARISCOS,MAKRO,LUBINA,16.0,16.0,KG,1.0,1.0,0.0,1.0,0.0,0.0
101331,LICORES GENERAL,BODEGAS CAMPOLUZ,PISCO TORONTEL,30.0,30.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101332,LICORES GENERAL,BODEGAS CAMPOLUZ,MEZCAL DEL MAGUEY ,30.0,30.0,L,1.0,1.0,0.0,1.0,0.0,0.0
101333,CARNES,MAKRO CARNES S.L,TEST,74.47934,90.12,KG,1.0,45.23,1.45,43.78,1.0,30.0
